ds,actual_demand,forecast,yhat_lower,yhat_upper,product
2017-02-05,502,502.0245367567107,455.4560098489856,551.9608636294798,Perfect Fitness Perfect Rip Deck
2017-02-12,487,486.6359177309137,435.8139500518318,538.7342366164817,Perfect Fitness Perfect Rip Deck
2017-02-19,558,504.9048969412763,453.90516608120043,554.0045789871641,Perfect Fitness Perfect Rip Deck
2017-02-26,587,540.1119461853264,494.6973678776061,585.7786342788728,Perfect Fitness Perfect Rip Deck
2017-03-05,510,558.0880937938399,507.7990354805383,608.7761060160861,Perfect Fitness Perfect Rip Deck
2017-03-12,527,542.4588422000954,491.61678812493324,588.9223784579417,Perfect Fitness Perfect Rip Deck
2017-03-19,579,509.49161702201854,457.57202400478735,563.037351724123,Perfect Fitness Perfect Rip Deck
2017-03-26,442,489.5137415330323,438.7722030375488,541.6269793369321,Perfect Fitness Perfect Rip Deck
2017-04-02,447,496.84859330793773,446.37644517865095,546.3438824892199,Perfect Fitness Perfect Rip Deck
2017-04-09,514,519.0502036170649,469.0411992963326,571.71810505164,Perfect Fitness Perfect Rip Deck
2017-04-16,469,533.0605354540564,486.8869044896817,583.7341213068435,Perfect Fitness Perfect Rip Deck
2017-04-23,565,528.4868342539289,480.84094925885967,576.5591487136096,Perfect Fitness Perfect Rip Deck
2017-04-30,526,514.5419534566647,465.4025957400911,564.4404849042552,Perfect Fitness Perfect Rip Deck
2017-05-07,500,506.9945600895343,454.9319726404547,554.1510125213434,Perfect Fitness Perfect Rip Deck
2017-05-14,441,511.2367384834312,463.2478773812236,564.3475016196438,Perfect Fitness Perfect Rip Deck
2017-05-21,514,518.3374685792244,471.45737391445664,565.516118874027,Perfect Fitness Perfect Rip Deck
2017-05-28,537,515.8273878627087,461.4272796557212,566.7568531490143,Perfect Fitness Perfect Rip Deck
2017-06-04,490,501.11236481940404,447.6582100321646,552.1207239218033,Perfect Fitness Perfect Rip Deck
2017-06-11,448,484.7635556929035,432.2090686533679,534.6472253003739,Perfect Fitness Perfect Rip Deck
2017-06-18,393,481.2389138891319,432.5022153600466,533.1799229270812,Perfect Fitness Perfect Rip Deck
2017-06-25,505,495.5495917167695,449.5593170484502,549.1177961664284,Perfect Fitness Perfect Rip Deck
2017-07-02,493,517.6418831784215,464.50222095167703,570.1301474032102,Perfect Fitness Perfect Rip Deck
2017-07-09,551,530.0265319061286,480.04775638423774,580.4089181095704,Perfect Fitness Perfect Rip Deck
2017-07-16,524,522.9611253670075,474.5007857125886,573.23351877605,Perfect Fitness Perfect Rip Deck
2017-07-23,506,503.9079065301059,452.69851240180697,551.7531530063087,Perfect Fitness Perfect Rip Deck
2017-07-30,508,491.6376048283407,444.49806870254486,542.0280687376811,Perfect Fitness Perfect Rip Deck
2017-08-06,474,499.13171191528716,452.81907458787,546.8715388263738,Perfect Fitness Perfect Rip Deck
2017-08-13,516,521.2441707586397,472.94371156221547,571.8597450167126,Perfect Fitness Perfect Rip Deck
2017-08-20,485,539.8094140942878,489.5096954159758,587.1706519568443,Perfect Fitness Perfect Rip Deck
2017-08-27,547,541.5613556619991,492.99480027343617,593.891348498285,Perfect Fitness Perfect Rip Deck
2017-09-03,590,530.2863034638467,474.50046986855193,576.3523881863958,Perfect Fitness Perfect Rip Deck
2017-09-10,491,520.3300301920931,468.5429703598947,567.8177792519882,Perfect Fitness Perfect Rip Deck
2017-09-17,491,519.2098572816141,468.63124762698186,569.540389328401,Perfect Fitness Perfect Rip Deck
2017-09-24,446,519.682115379644,475.33347609838887,566.4971564559247,Perfect Fitness Perfect Rip Deck
2017-10-01,478,510.6687011773553,460.59808095923637,563.1255251562965,Perfect Fitness Perfect Rip Deck
2017-10-08,34,493.6560683139848,444.52378170543886,546.0781476676779,Perfect Fitness Perfect Rip Deck
2015-01-04,64,83.65655260538115,73.4895981157841,94.64186381347496,Diamondback Women's Serene Classic Comfort Bi
2015-01-11,95,89.0336960097925,78.2223302839166,99.45921717736634,Diamondback Women's Serene Classic Comfort Bi
2015-01-18,97,92.81261078185256,81.77027128271949,102.59952195897466,Diamondback Women's Serene Classic Comfort Bi
2015-01-25,82,92.8858195530978,82.23803426488371,103.3105328494133,Diamondback Women's Serene Classic Comfort Bi
2015-02-01,90,91.24231087958425,81.35628161379178,101.33429384233735,Diamondback Women's Serene Classic Comfort Bi
2015-02-08,99,91.40133535650348,81.42798866102977,102.0496513394113,Diamondback Women's Serene Classic Comfort Bi
2015-02-15,95,94.20323975224815,83.56065300089948,104.94657541683924,Diamondback Women's Serene Classic Comfort Bi
2015-02-22,101,96.9332338262164,86.71253219516744,106.97700958026635,Diamondback Women's Serene Classic Comfort Bi
2015-03-01,95,96.72371524893691,86.3221822740802,107.73961119858227,Diamondback Women's Serene Classic Comfort Bi
2015-03-08,85,94.06334557032089,84.30520440801946,104.59286927410965,Diamondback Women's Serene Classic Comfort Bi
2015-03-15,95,92.2178245104401,81.19426342474208,102.0368751755498,Diamondback Women's Serene Classic Comfort Bi
2015-03-22,95,93.36763421321895,82.40447156938265,103.38732191696087,Diamondback Women's Serene Classic Comfort Bi
2015-03-29,81,96.14353990634146,85.55922431232915,106.26913632977502,Diamondback Women's Serene Classic Comfort Bi
2015-04-05,103,97.3737403797478,87.43488100286628,108.22880905574645,Diamondback Women's Serene Classic Comfort Bi
2015-04-12,116,95.73333013332996,84.93371256956922,106.58011638497119,Diamondback Women's Serene Classic Comfort Bi
2015-04-19,99,92.92720224985081,81.87053570290388,103.1589411621055,Diamondback Women's Serene Classic Comfort Bi
2015-04-26,86,91.33658681017712,80.6324902396316,101.49513564319928,Diamondback Women's Serene Classic Comfort Bi
2015-05-03,85,91.3620996407664,81.19895300404936,101.8304431174728,Diamondback Women's Serene Classic Comfort Bi
2015-05-10,78,91.67537543442828,81.35504268222434,102.67866033270403,Diamondback Women's Serene Classic Comfort Bi
2015-05-17,92,91.59104683670616,80.5759720836059,101.88305108846535,Diamondback Women's Serene Classic Comfort Bi
2015-05-24,89,92.10074079387293,82.08480645021584,103.342748107673,Diamondback Women's Serene Classic Comfort Bi
2015-05-31,99,94.1320050967898,84.58792011345629,104.4618409039524,Diamondback Women's Serene Classic Comfort Bi
2015-06-07,89,96.5078021739904,85.5798970143394,106.85975517094225,Diamondback Women's Serene Classic Comfort Bi
2015-06-14,102,96.6762236889437,86.24229698986728,107.12941343982381,Diamondback Women's Serene Classic Comfort Bi
2015-06-21,94,93.7064514844055,83.31581310157418,103.7494238697059,Diamondback Women's Serene Classic Comfort Bi
2015-06-28,87,89.88027976726845,78.6508640621899,100.37659522627847,Diamondback Women's Serene Classic Comfort Bi
2015-07-05,102,88.6369312999824,77.60538145031478,97.93357902051166,Diamondback Women's Serene Classic Comfort Bi
2015-07-12,86,90.98029172203117,79.91609638629511,101.69721098288434,Diamondback Women's Serene Classic Comfort Bi
2015-07-19,91,94.40619026563456,83.74572666224049,104.16811953827262,Diamondback Women's Serene Classic Comfort Bi
2015-07-26,100,95.53568992976467,85.50069656420958,105.55376055303788,Diamondback Women's Serene Classic Comfort Bi
2015-08-02,102,93.45443496052272,82.94540796370067,103.43121916892214,Diamondback Women's Serene Classic Comfort Bi
2015-08-09,91,90.21486955798127,80.11249432174102,101.01287394848919,Diamondback Women's Serene Classic Comfort Bi
2015-08-16,92,88.4318271396888,78.11261001359055,98.9799910379823,Diamondback Women's Serene Classic Comfort Bi
2015-08-23,85,88.95901338788417,78.72669721965394,99.81782182232925,Diamondback Women's Serene Classic Comfort Bi
2015-08-30,92,90.90777206843752,80.42908657773147,100.6935247411328,Diamondback Women's Serene Classic Comfort Bi
2015-09-06,108,93.14432288577095,81.96670261731865,103.52443434001303,Diamondback Women's Serene Classic Comfort Bi
2015-09-13,95,95.07734807273027,84.84579719129427,105.34082186363962,Diamondback Women's Serene Classic Comfort Bi
2015-09-20,104,96.24292789934475,86.06047022324663,106.84044041807944,Diamondback Women's Serene Classic Comfort Bi
2015-09-27,101,96.09850675191262,85.51839830551518,106.54843009369024,Diamondback Women's Serene Classic Comfort Bi
2015-10-04,99,94.81914905982315,84.12284833683148,105.13735839551508,Diamondback Women's Serene Classic Comfort Bi
2015-10-11,97,93.85649039929768,82.60106714256013,104.28787050325138,Diamondback Women's Serene Classic Comfort Bi
2015-10-18,107,94.82501042482158,84.09611627905728,105.10485162520135,Diamondback Women's Serene Classic Comfort Bi
2015-10-25,91,97.5521543385557,86.73603887594884,107.65842864448199,Diamondback Women's Serene Classic Comfort Bi
2015-11-01,95,99.77823927378913,90.21765320575246,111.01545649585218,Diamondback Women's Serene Classic Comfort Bi
2015-11-08,117,99.35046434955945,88.22413242960805,110.21554536186268,Diamondback Women's Serene Classic Comfort Bi
2015-11-15,87,96.56214598398819,85.71932229414529,106.93867735283884,Diamondback Women's Serene Classic Comfort Bi
2015-11-22,94,93.74303937800981,82.3195811727511,105.00511427108825,Diamondback Women's Serene Classic Comfort Bi
2015-11-29,105,92.43113580733431,82.60218988148216,102.90807696861366,Diamondback Women's Serene Classic Comfort Bi
2015-12-06,77,91.59210654534049,81.08871732124823,101.88489743446911,Diamondback Women's Serene Classic Comfort Bi
2015-12-13,96,89.24877528543782,78.51349537184079,99.89037293312764,Diamondback Women's Serene Classic Comfort Bi
2015-12-20,84,85.60015449643588,75.58085789253497,95.61741172780681,Diamondback Women's Serene Classic Comfort Bi
2015-12-27,82,83.57144029553274,73.44792410934245,94.18689764152805,Diamondback Women's Serene Classic Comfort Bi
2016-01-03,108,85.70126082376325,75.07260794877372,96.3522944053943,Diamondback Women's Serene Classic Comfort Bi
2016-01-10,82,90.9163535790911,80.63340818411858,101.99285138316644,Diamondback Women's Serene Classic Comfort Bi
2016-01-17,101,95.24278601698576,85.27106937232062,105.39977762319037,Diamondback Women's Serene Classic Comfort Bi
2016-01-24,95,95.93814135516078,85.6044860150568,105.92589767703052,Diamondback Women's Serene Classic Comfort Bi
2016-01-31,91,94.32337982667329,83.8485350016847,105.5539319751746,Diamondback Women's Serene Classic Comfort Bi
2016-02-07,106,93.97793825258879,83.29518508412541,104.5668052429696,Diamondback Women's Serene Classic Comfort Bi
2016-02-14,74,96.42845905426718,85.80882857274834,106.69267982893234,Diamondback Women's Serene Classic Comfort Bi
2016-02-21,94,99.43490441969705,88.65736814939007,110.34259693507124,Diamondback Women's Serene Classic Comfort Bi
2016-02-28,94,99.82920316078565,89.4438268901402,111.06932745808888,Diamondback Women's Serene Classic Comfort Bi
2016-03-06,98,97.40126102479383,86.5016745615654,107.83914192999325,Diamondback Women's Serene Classic Comfort Bi
2016-03-13,87,95.16227445678373,84.0249052538468,106.2954276391639,Diamondback Women's Serene Classic Comfort Bi
2016-03-20,96,95.77124282196257,85.51325446554675,106.51130003944135,Diamondback Women's Serene Classic Comfort Bi
2016-03-27,108,98.48414910799765,87.36253178136573,109.02490837913555,Diamondback Women's Serene Classic Comfort Bi
2016-04-03,101,100.176653287587,89.9344965691515,110.75316200092139,Diamondback Women's Serene Classic Comfort Bi
2016-04-10,87,98.9924031048665,88.66276691301307,109.22220379736481,Diamondback Women's Serene Classic Comfort Bi
2016-04-17,91,96.19105762915984,85.39625931109661,105.95771301083217,Diamondback Women's Serene Classic Comfort Bi
2016-04-24,89,94.27690225495088,84.41757578238555,105.26336680849275,Diamondback Women's Serene Classic Comfort Bi
2016-05-01,84,94.08601932959637,83.59081698469839,104.95889741009944,Diamondback Women's Serene Classic Comfort Bi
2016-05-08,92,94.44383019195251,83.24052625969422,105.17704802120367,Diamondback Women's Serene Classic Comfort Bi
2016-05-15,103,94.39344244639022,84.08564095827298,104.57226969181137,Diamondback Women's Serene Classic Comfort Bi
2016-05-22,90,94.68843301444488,84.13930447743402,104.70648295122045,Diamondback Women's Serene Classic Comfort Bi
2016-05-29,99,96.45993734702687,86.09535838015978,107.53205232794552,Diamondback Women's Serene Classic Comfort Bi
2016-06-05,111,98.95315257874341,88.1696242022686,109.91886906958527,Diamondback Women's Serene Classic Comfort Bi
2016-06-12,105,99.66802191624785,89.73405988868656,109.96148910542324,Diamondback Women's Serene Classic Comfort Bi
2016-06-19,80,97.17520141603968,86.48060099209918,107.97888537572346,Diamondback Women's Serene Classic Comfort Bi
2016-06-26,100,93.2309061495175,82.78836459950898,103.18565546465254,Diamondback Women's Serene Classic Comfort Bi
2016-07-03,94,91.34272218824466,80.92802068737112,100.64125758197956,Diamondback Women's Serene Classic Comfort Bi
2016-07-10,91,93.14332727573145,83.27980904171467,104.03306022119749,Diamondback Women's Serene Classic Comfort Bi
2016-07-17,94,96.64797436783802,86.8184429011117,106.70012818022148,Diamondback Women's Serene Classic Comfort Bi
2016-07-24,106,98.35186788174074,88.21654635596416,108.97944820036722,Diamondback Women's Serene Classic Comfort Bi
2016-07-31,91,96.75538042632866,86.53521163683602,106.57318182685795,Diamondback Women's Serene Classic Comfort Bi
2016-08-07,95,93.50607008868484,82.49741136567069,103.62525827229894,Diamondback Women's Serene Classic Comfort Bi
2016-08-14,91,91.33467055346011,80.19473656904862,101.19392293792376,Diamondback Women's Serene Classic Comfort Bi
2016-08-21,108,91.48146801105108,80.96298358322399,102.23996729176976,Diamondback Women's Serene Classic Comfort Bi
2016-08-28,77,93.27113877947944,82.47150567160708,102.94267432211254,Diamondback Women's Serene Classic Comfort Bi
2016-09-04,92,95.51376256776338,84.83895124954712,105.89571071956343,Diamondback Women's Serene Classic Comfort Bi
2016-09-11,91,97.52994029773123,87.47219287827237,107.87316295011584,Diamondback Women's Serene Classic Comfort Bi
2016-09-18,94,98.8756684288675,89.41020545400143,109.68727693952744,Diamondback Women's Serene Classic Comfort Bi
2016-09-25,98,98.98695685183483,88.59691849604506,108.98604569623056,Diamondback Women's Serene Classic Comfort Bi
2016-10-02,83,97.8365653382961,87.52836152589242,107.89665057119625,Diamondback Women's Serene Classic Comfort Bi
2016-10-09,99,96.67646102567825,85.91533504107157,106.17876682610694,Diamondback Women's Serene Classic Comfort Bi
2016-10-16,94,97.24163949806311,86.65677429502614,106.92378030611624,Diamondback Women's Serene Classic Comfort Bi
2016-10-23,94,99.77774435010045,89.29041891664787,109.996372616411,Diamondback Women's Serene Classic Comfort Bi
2016-10-30,101,102.29389463700994,91.6694285052104,113.28712777688763,Diamondback Women's Serene Classic Comfort Bi
2016-11-06,105,102.40385212553717,92.33728412176215,112.52855060216383,Diamondback Women's Serene Classic Comfort Bi
2016-11-13,99,99.89428333643863,89.7695472252758,110.34601041642911,Diamondback Women's Serene Classic Comfort Bi
2016-11-20,90,96.90500193926582,86.57704069052244,107.5327916439432,Diamondback Women's Serene Classic Comfort Bi
2016-11-27,95,95.32716768579283,84.754139662871,105.80111282195685,Diamondback Women's Serene Classic Comfort Bi
2016-12-04,94,94.56523488631865,83.48208224207471,105.38080924308986,Diamondback Women's Serene Classic Comfort Bi
2016-12-11,104,92.56979695718346,82.30551844379632,103.24270531212174,Diamondback Women's Serene Classic Comfort Bi
2016-12-18,78,88.99340713143725,77.41859442694401,98.70185635342015,Diamondback Women's Serene Classic Comfort Bi
2016-12-25,87,86.42241389618064,75.71424368280691,97.87894020242064,Diamondback Women's Serene Classic Comfort Bi
2017-01-01,92,87.76512911344388,77.39610265710753,98.04049100152395,Diamondback Women's Serene Classic Comfort Bi
2017-01-08,85,92.68187446741302,81.95076962116187,103.27243129404633,Diamondback Women's Serene Classic Comfort Bi
2017-01-15,105,97.46271735133296,86.56485623853871,107.99344607970889,Diamondback Women's Serene Classic Comfort Bi
2017-01-22,100,98.8309324500512,88.24321459675295,109.83263890269951,Diamondback Women's Serene Classic Comfort Bi
2017-01-29,88,97.3753634755211,87.20129096441671,107.37887139211469,Diamondback Women's Serene Classic Comfort Bi
2017-02-05,108,96.58242254817142,85.84384522435103,106.84958797769609,Diamondback Women's Serene Classic Comfort Bi
2017-02-12,97,98.60438330547433,88.02009666582723,109.88122487020581,Diamondback Women's Serene Classic Comfort Bi
2017-02-19,110,101.77732815083075,91.55363850835067,111.84517753005754,Diamondback Women's Serene Classic Comfort Bi
2017-02-26,107,102.77103829853115,91.93810853436656,112.9697217264736,Diamondback Women's Serene Classic Comfort Bi
2017-03-05,113,100.68564862353492,91.53678715147686,111.43800150968,Diamondback Women's Serene Classic Comfort Bi
2017-03-12,98,98.1503841587775,88.1128723436584,109.18951128491882,Diamondback Women's Serene Classic Comfort Bi
2017-03-19,103,98.1945665268743,87.58022693536498,107.99922760025906,Diamondback Women's Serene Classic Comfort Bi
2017-03-26,107,100.73661712153131,90.23392770866288,110.66370110067666,Diamondback Women's Serene Classic Comfort Bi
2017-04-02,92,102.82972936046546,91.87525081664293,113.80034148284359,Diamondback Women's Serene Classic Comfort Bi
2017-04-09,99,102.15084461695254,91.08949652368639,112.00868263641875,Diamondback Women's Serene Classic Comfort Bi
2017-04-16,96,99.44623055338894,88.60479543908096,110.39595336818633,Diamondback Women's Serene Classic Comfort Bi
2017-04-23,111,97.23910156067983,87.06911970757507,107.99136530155235,Diamondback Women's Serene Classic Comfort Bi
2017-04-30,100,96.79023695362766,86.05897441578684,108.05699252550768,Diamondback Women's Serene Classic Comfort Bi
2017-05-07,111,97.16037158253383,86.95393885952976,107.01560969756405,Diamondback Women's Serene Classic Comfort Bi
2017-05-14,113,97.17526016549616,86.19220432624896,107.9279969303043,Diamondback Women's Serene Classic Comfort Bi
2017-05-21,90,97.30194492659814,86.97949120725839,107.65276675013422,Diamondback Women's Serene Classic Comfort Bi
2017-05-28,88,98.79244280542974,87.683186885304,108.8825667654696,Diamondback Women's Serene Classic Comfort Bi
2017-06-04,107,101.31771658599774,90.53481224842429,111.87278997659128,Diamondback Women's Serene Classic Comfort Bi
2017-06-11,90,102.52907398576602,91.01650228099665,112.4953671071054,Diamondback Women's Serene Classic Comfort Bi
2017-06-18,109,100.57575079870142,90.1544653964056,111.1621856815146,Diamondback Women's Serene Classic Comfort Bi
2017-06-25,99,96.63852447440699,86.86160500287893,107.33939116555544,Diamondback Women's Serene Classic Comfort Bi
2017-07-02,85,94.16515950595347,83.34058833912566,104.50946900980861,Diamondback Women's Serene Classic Comfort Bi
2017-07-09,94,95.35557719796553,84.97456493204848,106.14672228095895,Diamondback Women's Serene Classic Comfort Bi
2017-07-16,96,98.81882539719165,88.76467958190727,109.53403701723528,Diamondback Women's Serene Classic Comfort Bi
2017-07-23,109,101.04832870717127,90.1667561673982,111.59469000660033,Diamondback Women's Serene Classic Comfort Bi
2017-07-30,90,99.9979121145004,89.35793240144248,110.34084226331466,Diamondback Women's Serene Classic Comfort Bi
2017-08-06,90,96.8340101211456,86.9286899710407,107.21196892137564,Diamondback Women's Serene Classic Comfort Bi
2017-08-13,89,94.31504803626677,83.99031868055233,104.641355330676,Diamondback Women's Serene Classic Comfort Bi
2017-08-20,92,94.05568740949262,84.33660858783236,104.63302002723555,Diamondback Women's Serene Classic Comfort Bi
2017-08-27,90,95.64566469176818,84.79169453231037,106.33781126610597,Diamondback Women's Serene Classic Comfort Bi
2017-09-03,99,97.874337892685,87.7613358820104,108.14069556579908,Diamondback Women's Serene Classic Comfort Bi
2017-09-10,98,99.96118873386433,90.09179453008356,110.96882136738,Diamondback Women's Serene Classic Comfort Bi
2017-09-17,104,101.46723233043414,91.37708599741342,112.50709746150746,Diamondback Women's Serene Classic Comfort Bi
2017-09-24,97,101.83095223505279,91.2255785574378,111.88506669590134,Diamondback Women's Serene Classic Comfort Bi
2017-10-01,90,100.85186295036988,90.36485199608049,110.83750206904674,Diamondback Women's Serene Classic Comfort Bi
2017-10-08,4,99.55575253019599,87.69057091405702,109.27058305400921,Diamondback Women's Serene Classic Comfort Bi
2015-01-04,222,389.7291935330037,339.92210098377836,437.28025176999836,O'Brien Men's Neoprene Life Vest
2015-01-11,391,384.2001100339705,336.4184601484755,431.090547622123,O'Brien Men's Neoprene Life Vest
2015-01-18,451,395.46823660239784,349.5372929537132,439.4373884465368,O'Brien Men's Neoprene Life Vest
2015-01-25,464,420.3379852037381,373.9719895444083,464.41743273955524,O'Brien Men's Neoprene Life Vest
2015-02-01,388,442.6142230222766,395.0180900706533,491.1743924685721,O'Brien Men's Neoprene Life Vest
2015-02-08,428,446.53070802808674,398.7891329102169,496.0824374836291,O'Brien Men's Neoprene Life Vest
2015-02-15,385,431.216389220535,383.6550416518381,477.24607253483,O'Brien Men's Neoprene Life Vest
2015-02-22,416,410.8279605741279,369.0415147664589,462.2347280200218,O'Brien Men's Neoprene Life Vest
2015-03-01,408,399.8877780363973,354.188927720668,446.84603094029495,O'Brien Men's Neoprene Life Vest
2015-03-08,417,399.8224104233972,351.68782483114177,447.4367798713433,O'Brien Men's Neoprene Life Vest
2015-03-15,398,401.1663060825683,353.6103018485457,448.3723869700598,O'Brien Men's Neoprene Life Vest
2015-03-22,442,397.52186079993453,350.21135849437735,442.590137915458,O'Brien Men's Neoprene Life Vest
2015-03-29,451,393.78280092168234,344.534921388178,435.47770699264885,O'Brien Men's Neoprene Life Vest
2015-04-05,452,398.73439164387037,352.1627971847494,445.71591433186643,O'Brien Men's Neoprene Life Vest
2015-04-12,379,411.7766625349024,364.1420400472754,457.8348499944747,O'Brien Men's Neoprene Life Vest
2015-04-19,433,421.09753020100885,372.1192233493365,467.8067776493109,O'Brien Men's Neoprene Life Vest
2015-04-26,422,416.58100652049563,374.7836482956388,465.6508802629237,O'Brien Men's Neoprene Life Vest
2015-05-03,359,402.1291522029803,353.5943952999573,452.69498274642325,O'Brien Men's Neoprene Life Vest
2015-05-10,408,391.9627349941783,340.30313279506754,440.5489112691066,O'Brien Men's Neoprene Life Vest
2015-05-17,410,394.48937996211083,349.16544339449536,439.1337553893328,O'Brien Men's Neoprene Life Vest
2015-05-24,379,402.5718007688913,354.10671708223475,449.75465505532105,O'Brien Men's Neoprene Life Vest
2015-05-31,380,401.85588290842696,356.37593928702717,448.7391665734046,O'Brien Men's Neoprene Life Vest
2015-06-07,409,387.64821427037634,340.21150839123413,435.2532484369138,O'Brien Men's Neoprene Life Vest
2015-06-14,357,370.9205786994318,323.1437102917513,419.5208258483739,O'Brien Men's Neoprene Life Vest
2015-06-21,452,366.8769705455602,317.9237366780874,414.8446525040247,O'Brien Men's Neoprene Life Vest
2015-06-28,326,379.4117795576089,333.68486061515864,430.50051303658796,O'Brien Men's Neoprene Life Vest
2015-07-05,488,398.33965076133313,350.8717569230957,442.07331362433763,O'Brien Men's Neoprene Life Vest
2015-07-12,410,410.5515331334637,363.37362576410084,459.17326021035495,O'Brien Men's Neoprene Life Vest
2015-07-19,391,411.0754175037432,363.71410537431086,457.2363512258907,O'Brien Men's Neoprene Life Vest
2015-07-26,422,402.8684918715263,356.03417442353003,452.68292581807884,O'Brien Men's Neoprene Life Vest
2015-08-02,386,389.42580462730655,338.56588713093544,436.63229070713015,O'Brien Men's Neoprene Life Vest
2015-08-09,404,371.93230121607064,322.6426637625046,420.46774908023866,O'Brien Men's Neoprene Life Vest
2015-08-16,322,354.0556625609283,308.6416199738607,403.49903055115726,O'Brien Men's Neoprene Life Vest
2015-08-23,306,345.32698581751265,295.7051168233088,391.50851197275585,O'Brien Men's Neoprene Life Vest
2015-08-30,373,355.07620625083007,309.4939839396038,403.8830328833949,O'Brien Men's Neoprene Life Vest
2015-09-06,409,381.94737339827,335.59520080327707,425.6639103498336,O'Brien Men's Neoprene Life Vest
2015-09-13,396,411.86115309806064,363.6472115520109,458.57957154446285,O'Brien Men's Neoprene Life Vest
2015-09-20,524,428.94888794313044,380.9756883500742,474.8117159928073,O'Brien Men's Neoprene Life Vest
2015-09-27,370,428.99167213029034,384.3921231424509,475.61628911072523,O'Brien Men's Neoprene Life Vest
2015-10-04,424,421.4578629724887,374.0785541229762,466.64186472513256,O'Brien Men's Neoprene Life Vest
2015-10-11,396,418.61922749676467,373.47846928909564,467.6570829428862,O'Brien Men's Neoprene Life Vest
2015-10-18,361,423.8221671552399,377.5015704882513,470.2248124432855,O'Brien Men's Neoprene Life Vest
2015-10-25,447,430.4625511497583,381.3592597590816,479.6794274796612,O'Brien Men's Neoprene Life Vest
2015-11-01,403,430.5713738701792,383.04760675386643,479.69776500500035,O'Brien Men's Neoprene Life Vest
2015-11-08,410,422.5957487124817,381.7138761565449,470.5818658639987,O'Brien Men's Neoprene Life Vest
2015-11-15,445,411.3863704087207,364.60775441237854,459.02862515565545,O'Brien Men's Neoprene Life Vest
2015-11-22,410,403.0132276105569,352.8619518245503,448.91132150806703,O'Brien Men's Neoprene Life Vest
2015-11-29,415,400.74431695191373,353.97639506067446,446.65417019902435,O'Brien Men's Neoprene Life Vest
2015-12-06,342,404.2196436393179,354.16752079040697,451.5248742480867,O'Brien Men's Neoprene Life Vest
2015-12-13,380,409.7744414815752,362.78519035325303,454.7311560493691,O'Brien Men's Neoprene Life Vest
2015-12-20,462,411.4453930763233,363.45200221628863,458.43165633278977,O'Brien Men's Neoprene Life Vest
2015-12-27,449,404.72157631976006,357.07091240568224,449.58729690635334,O'Brien Men's Neoprene Life Vest
2016-01-03,426,392.1345719502441,347.5294583627544,439.51017074382617,O'Brien Men's Neoprene Life Vest
2016-01-10,382,384.3973590190102,338.8210731972654,430.70357479477536,O'Brien Men's Neoprene Life Vest
2016-01-17,425,392.4389849148615,344.32076381835543,438.3406564552303,O'Brien Men's Neoprene Life Vest
2016-01-24,393,415.8093399250829,367.3864364820811,462.0060717581752,O'Brien Men's Neoprene Life Vest
2016-01-31,458,439.9511696330775,393.28722827509233,482.37304279354,O'Brien Men's Neoprene Life Vest
2016-02-07,439,447.7498732632626,403.8272836881211,496.22837408881554,O'Brien Men's Neoprene Life Vest
2016-02-14,466,435.12682088134915,384.4581129695097,481.1238805192169,O'Brien Men's Neoprene Life Vest
2016-02-21,430,414.35183518363306,369.4757973686578,460.7350772350234,O'Brien Men's Neoprene Life Vest
2016-02-28,398,401.16558537703486,354.9846448806359,447.51274947541634,O'Brien Men's Neoprene Life Vest
2016-03-06,394,399.6958456615565,354.8339351150352,447.76511115290435,O'Brien Men's Neoprene Life Vest
2016-03-13,392,401.5353693564804,352.22213706066145,442.4639206959493,O'Brien Men's Neoprene Life Vest
2016-03-20,351,398.7375209137731,351.3246987889058,445.1756236046902,O'Brien Men's Neoprene Life Vest
2016-03-27,366,394.2914294854228,346.9511299001563,440.55836179715885,O'Brien Men's Neoprene Life Vest
2016-04-03,363,397.3391538864367,351.4562299541154,443.2941011890514,O'Brien Men's Neoprene Life Vest
2016-04-10,347,409.5896807515621,361.6121889371417,458.0968277507476,O'Brien Men's Neoprene Life Vest
2016-04-17,417,420.58741509272585,372.77776493014306,468.7701947164268,O'Brien Men's Neoprene Life Vest
2016-04-24,446,418.72181611773806,373.81232555010007,464.2311829846507,O'Brien Men's Neoprene Life Vest
2016-05-01,365,405.11488478525825,358.62652999986807,451.800957547618,O'Brien Men's Neoprene Life Vest
2016-05-08,385,393.18035261955623,351.3179166285709,441.28842500678104,O'Brien Men's Neoprene Life Vest
2016-05-15,407,393.52131110905634,346.9346359142726,436.9351972449333,O'Brien Men's Neoprene Life Vest
2016-05-22,391,401.68307633366214,353.01669891696895,448.94350873343063,O'Brien Men's Neoprene Life Vest
2016-05-29,419,403.3465483927671,361.46522515508786,453.94239213836374,O'Brien Men's Neoprene Life Vest
2016-06-05,410,391.12837634879537,343.0494877129096,437.53628037039323,O'Brien Men's Neoprene Life Vest
2016-06-12,342,373.62173350136095,324.18868297773565,418.4898745408169,O'Brien Men's Neoprene Life Vest
2016-06-19,342,366.5632591064891,320.87984681707144,414.3423286536467,O'Brien Men's Neoprene Life Vest
2016-06-26,354,376.57316295562885,328.08191877235083,424.01238885923965,O'Brien Men's Neoprene Life Vest
2016-07-03,429,395.42792789994144,347.4494784799766,440.7449854688427,O'Brien Men's Neoprene Life Vest
